StudentNumber,Gender,Year,Semester,CourseCode,LetterGrade,TotalGrade,GradeonDiscussionForumAccumulatedpoints,GradeonDiscussionLeader,GradeonAssignment1,GradeonAssignment2,GradeonFinalPaper,TotalTimeStudentsspentinCourseonSundays,TotalTimeStudentsspentinCourseonMondays,TotalTimeStudentsspentinCourseonTuesdays,TotalTimeStudentsspentinCourseonWednesdays,TotalTimeStudentsspentinCourseonThursdays,TotalTimeStudentsspentinCourseonFridays,TotalTimeStudentsspentinCourseonSaturdays,TotalTimeStudentsspentinCourseinHours,AverageTimeinCourseinHours,TotalLogins,TotalitemsAccessed,TotaltimespentonAssignment1inHours,NumberofTimesAssignment1Accessed,TotaltimespentonAssignment2inHours,NumberofTimesAssignment2Accessed,TotaltimespentonAssignmentscontentfolderinHours,NumberofTimesAssignmentscontentfolderAccessed,TotaltimespentonFinalPaperinHours,NumberofTimesFinalPaperAccessed,TotaltimespentonReadingfortheCourse,NumberofTimesReadingforthecourseAccessed,TotaltimespentonWeek1Readingsinhrs,NumberofTimesWeek1RdgsAccessed,TotaltimespentonWeek2Readingsinhrs,NumberofTimesWeek2RdgsAccessed,TotaltimespentonWeek3Readingsinhrs,NumberofTimesWeek3RdgsAccessed,TotaltimespentonWeek4Readingsinhrs,NumberofTimesWeek4RdgsAccessed,TotaltimespentonWeek5Readingsinhrs,NumberofTimesWeek5RdgsAccessed,TotaltimespentonWeek6Readingsinhrs,NumberofTimesWeek6RdgsAccessed,TotaltimespentonWeek7Readingsinhrs,NumberofTimesWeek7RdgsAccessed,TotaltimespentonWeek8Readingsinhrs,NumberofTimesWeek8RdgsAccessed,TotaltimespentonWeek9Readingsinhrs,NumberofTimesWeek9RdgsAccessed,TotaltimespentonWeek10Readingsinhrs,NumberofTimesWeek10RdgsAccessed,TotaltimespentonSyllabusinhrs,NumberofTimesSyllabusAccessed,TotaltimespentonWeeklyContentinhrs,NumberofTimesWeeklyContentAccessed,TotaltimespentonWeeklyContentforWeeks9and10,NumberofTimesWeeklycontentwk9andwk10Accessed,TotalHitsonContentAreaApp,TotalHitsinsideContentAreas,HitsonContent,HitsonInformation,HitsonBboardHelp,HitsonAssignment,HitsonCourseResources,HitsonQuiz,HitsonSyllabus,HitsonDocuments,HitsonReadings,Hitsonbooks,HitsonEReserves,HitsonFinalPaper,HitsonMessages,HitsonFirstSteps,HitsonRoster,hitsonParticipation,HitsonSubmittingWork,HitsonWebLinksampother,HitsonTasks,HitsonWebSitesampother,HitsonStaffInformation,HitsonToolsAreaApp,TotalHitsonMyGradesApp,TotalHitsonAnnouncementApp,TotalHitsonDBApp,DBDiscussionLeaderSignupboardMFhits,DBGeneralQuestionsMFhits,DBIntroductionMFhits,DBWaterCoolerMFHits,DBWeek1MFhits,DBWeek2MFhits,DBWeek3MFhits,DBWeek4MFhits,DBWeek5MFhits,DBWeek6MFhits,DBWeek7MFhits,DBWeek8MFhits,DBWeek9MFhits,DBWeek10MFhits,TotalDBMFhits,DBDiscussionLeaderSignupboardNumberofposts,DBGeneralQuestionsNumberofposts,DBIntroductionNumberofposts,DBWaterCoolerNumberofposts,DBWeek1Numberofposts,DBWeek2Numberofposts,DBWeek3Numberofposts,DBWeek4Numberofposts,DBWeek5Numberofposts,DBWeek6Numberofposts,DBWeek7Numberofposts,DBWeek8Numberofposts,DBWeek9Numberofposts,DBWeek10Numberofposts,TotalNumberofDBposts,logtotaltimestudentspentincourse,ReflectlogGrades,LogGradeonDiscussLeader,sqrtgradeonasgnmt1,Loggradeonasgnmt2,LogTotalHitsonContentAreaApp,LogTotalHitsinsideContentAreas,loghitsonassignment,logthitsoncourseresources,loghitsonquiz,loghitsonsyllabus,loghitsondocuments,sqrthitsonweblinksandothers,LogHitsonWebsitesandOthers,SqrtHitsonStaffInformation,SqrtHitsonToolsAreaApp,SqrtTotalHitsonMyGradesApp,LogTotalHitsonAnnouncementApp,LogTotalHitsonDBApp,InvDB?GeneralQuestionsMFhits,SqrtDBIntroMFhits,LogDBWaterCoolerMFhits,LogDBWeek1MFhits,LogDBWeek2MFhits,LogDBWeek3MFhits,LogDBWeek4MFhits,LogDBWeek5MFhits,LogDBWeek6MFhits,LogDBWeek7MFhits,LogDBWeek8MFhits,LogDBWeek9MFhits,LogDBWeek10MFhits,LogTotalDBMFhits,InvDBGeneralQuestionsNumberofposts,InvDBWaterCoolerNumberofposts,LogDBIntroductionNumberofposts,LogDBWk1NumberofPosts,LogDBWk2NumberofPosts,LogDBWk3NumberofPosts,LogDBWeek4Numberofposts,LogDBWeek5Numberofposts,LogDBWeek6Numberofposts,LogDBWeek7Numberofposts,LogDBWeek8Numberofposts,LogDBWeek9Numberofposts,LogDBWeek10Numberofposts,LogTotalNumberofDBposts,StudentDuplicateCases
296,2,2014,Fall,20,,100,80,#NULL!,#NULL!,#NULL!,20,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,20,20,0,0,#NULL!,#NULL!,#NULL!,#NULL!,11,#NULL!,#NULL!,#NULL!,#NULL!,6,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,96,645,0,0,0,0,15,10,17,15,21,18,20,21,10,6,153,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0,#NULL!,0.18,#NULL!,#NULL!,#NULL!,1.3,1.3,#NULL!,#NULL!,#NULL!,1.04,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1.98,2.81,#NULL!,0,#NULL!,1.18,1,1.23,1.18,1.32,1.26,1.3,1.32,1,0.78,2.18,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1.32,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1
297,2,2014,Fall,20,,87,71,#NULL!,#NULL!,#NULL!,16,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,9,9,0,0,#NULL!,#NULL!,#NULL!,#NULL!,3,#NULL!,#NULL!,#NULL!,#NULL!,5,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,77,282,0,0,0,0,0,5,6,7,6,7,6,6,5,8,56,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0,#NULL!,1.15,#NULL!,#NULL!,#NULL!,0.95,0.95,#NULL!,#NULL!,#NULL!,0.48,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1.89,2.45,#NULL!,0,#NULL!,#NULL!,0.7,0.78,0.85,0.78,0.85,0.78,0.78,0.7,0.9,1.75,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0.78,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1
298,2,2014,Fall,20,,88,68,#NULL!,#NULL!,#NULL!,20,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,10,10,0,0,#NULL!,#NULL!,#NULL!,#NULL!,5,#NULL!,#NULL!,#NULL!,#NULL!,8,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,48,189,0,0,0,0,4,5,6,4,5,5,3,7,4,4,47,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0,#NULL!,1.11,#NULL!,#NULL!,#NULL!,1,1,#NULL!,#NULL!,#NULL!,0.7,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1.68,2.28,#NULL!,0,#NULL!,0.6,0.7,0.78,0.6,0.7,0.7,0.48,0.85,0.6,0.6,1.67,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0.7,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1
301,2,2014,Fall,20,,94,80,#NULL!,#NULL!,#NULL!,14,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,3,3,0,0,#NULL!,#NULL!,#NULL!,#NULL!,2,#NULL!,#NULL!,#NULL!,#NULL!,11,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,109,487,0,0,0,0,5,6,10,8,9,9,12,9,8,4,80,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0,#NULL!,0.85,#NULL!,#NULL!,#NULL!,0.48,0.48,#NULL!,#NULL!,#NULL!,0.3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2.04,2.69,#NULL!,0,#NULL!,0.7,0.78,1,0.9,0.95,0.95,1.08,0.95,0.9,0.6,1.9,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0.95,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1
303,1,2014,Fall,20,,84,65,#NULL!,#NULL!,#NULL!,19,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,36,36,0,0,#NULL!,#NULL!,#NULL!,#NULL!,19,#NULL!,#NULL!,#NULL!,#NULL!,17,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,115,417,0,0,1,0,2,3,3,5,3,20,18,19,16,14,104,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0,#NULL!,1.23,#NULL!,#NULL!,#NULL!,1.56,1.56,#NULL!,#NULL!,#NULL!,1.28,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2.06,2.62,#NULL!,1,#NULL!,0.3,0.48,0.48,0.7,0.48,1.3,1.26,1.28,1.2,1.15,2.02,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0.48,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1
304,2,2014,Fall,8,,27,27,#NULL!,#NULL!,#NULL!,0,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0,0,0,0,0,2,1,2,3,0,1,0,0,0,9,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0,#NULL!,1.87,#NULL!,#NULL!,#NULL!,#NULL!,0.3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0,#NULL!,#NULL!,0.3,0,0.3,0.48,#NULL!,0,#NULL!,#NULL!,#NULL!,0.95,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0.48,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1
304,2,2014,Fall,20,,24,24,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,2,0,0,#NULL!,#NULL!,#NULL!,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,15,60,0,0,0,0,0,2,1,5,4,0,1,0,0,0,13,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0,#NULL!,1.89,#NULL!,#NULL!,#NULL!,0.3,0.3,#NULL!,#NULL!,#NULL!,0,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1.18,1.78,#NULL!,0,#NULL!,#NULL!,0.3,0,0.7,0.6,#NULL!,0,#NULL!,#NULL!,#NULL!,1.11,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0.6,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0
305,2,2014,Fall,8,,98,79,#NULL!,#NULL!,#NULL!,18,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,11,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0,0,0,0,12,9,8,8,8,12,8,7,9,9,90,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0,#NULL!,0.48,#NULL!,#NULL!,#NULL!,#NULL!,1.04,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0,#NULL!,1.08,0.95,0.9,0.9,0.9,1.08,0.9,0.85,0.95,0.95,1.95,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0.9,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1
305,2,2014,Fall,20,,99,80,#NULL!,#NULL!,#NULL!,19,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,19,19,0,0,#NULL!,#NULL!,#NULL!,#NULL!,4,#NULL!,#NULL!,#NULL!,#NULL!,15,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,354,1274,0,0,0,0,14,15,18,16,12,16,14,13,7,6,131,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0,#NULL!,0.3,#NULL!,#NULL!,#NULL!,1.28,1.28,#NULL!,#NULL!,#NULL!,0.6,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2.55,3.11,#NULL!,0,#NULL!,1.15,1.18,1.26,1.2,1.08,1.2,1.15,1.11,0.85,0.78,2.12,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1.08,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0
306,2,2014,Fall,20,,98,79,#NULL!,#NULL!,#NULL!,19,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,18,18,0,0,#NULL!,#NULL!,#NULL!,#NULL!,6,#NULL!,#NULL!,#NULL!,#NULL!,12,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,57,343,0,4,0,0,8,5,7,7,6,7,7,8,4,4,67,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0,#NULL!,0.48,#NULL!,#NULL!,#NULL!,1.26,1.26,#NULL!,#NULL!,#NULL!,0.78,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1.76,2.54,0.25,0,#NULL!,0.9,0.7,0.85,0.85,0.78,0.85,0.85,0.9,0.6,0.6,1.83,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0.78,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1
307,1,2014,Fall,20,,100,80,#NULL!,#NULL!,#NULL!,20,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,18,18,0,0,#NULL!,#NULL!,#NULL!,#NULL!,5,#NULL!,#NULL!,#NULL!,#NULL!,13,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,241,1055,0,0,1,0,16,11,15,11,13,10,12,11,8,6,114,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0,#NULL!,0,#NULL!,#NULL!,#NULL!,1.26,1.26,#NULL!,#NULL!,#NULL!,0.7,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2.38,3.02,#NULL!,1,#NULL!,1.2,1.04,1.18,1.04,1.11,1,1.08,1.04,0.9,0.78,2.06,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1.11,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1
308,2,2014,Fall,20,,96,80,#NULL!,#NULL!,#NULL!,16,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,14,14,0,0,#NULL!,#NULL!,#NULL!,#NULL!,4,#NULL!,#NULL!,#NULL!,#NULL!,10,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,71,361,0,0,1,0,16,16,22,25,24,21,29,27,9,8,198,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0,#NULL!,0.74,#NULL!,#NULL!,#NULL!,1.15,1.15,#NULL!,#NULL!,#NULL!,0.6,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1.85,2.56,#NULL!,1,#NULL!,1.2,1.2,1.34,1.4,1.38,1.32,1.46,1.43,0.95,0.9,2.3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1.38,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1
310,2,2014,Fall,8,,98,80,#NULL!,#NULL!,#NULL!,18,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,28,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0,0,0,0,13,12,11,9,7,11,10,7,9,8,97,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0,#NULL!,0.48,#NULL!,#NULL!,#NULL!,#NULL!,1.45,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0,#NULL!,1.11,1.08,1.04,0.95,0.85,1.04,1,0.85,0.95,0.9,1.99,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0.85,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1
310,2,2014,Fall,20,,100,80,#NULL!,#NULL!,#NULL!,20,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,55,55,0,0,#NULL!,#NULL!,#NULL!,#NULL!,14,#NULL!,#NULL!,#NULL!,#NULL!,41,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,300,2511,0,0,0,0,15,17,17,13,12,11,11,11,9,7,123,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0,#NULL!,0,#NULL!,#NULL!,#NULL!,1.74,1.74,#NULL!,#NULL!,#NULL!,1.15,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2.48,3.4,#NULL!,0,#NULL!,1.18,1.23,1.23,1.11,1.08,1.04,1.04,1.04,0.95,0.85,2.09,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1.08,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0
